id,value
938,10 слойная печатная плата
939,Team Group T-Create Expert
940,[MMX2K16GD432C16]
941,OCPC XT II BLACK
942,[TLZGD416G3200HC16FDC01]
943,Team Group T-Force Vulcan Z
944,[NTSWD4P32DP-16K]
945,43.5 мм
946,Netac Shadow II
947,[NTSWD4P32DP-16W]
948,2666 МГц (16-18-18-38)
949,[DGSB416GB2666C16DC]
950,RGB
951,[MMX3A2K16GD432C16]
952,46.9 мм
953,OCPC X3 RGB BLACK
954,[TTCCD416G3200HC22DC01]
955,Team Group T-Create Classic 10L
956,[GP416GB2666C19DC]
957,GeIL Pristine
958,[PVS416G320C6K]
959,44.4 мм
960,Patriot Viper Steel
961,17
962,2666 МГц (16-17-17-36)
963,[PVE2416G266C6K]
964,"красный, черный"
965,35 мм
966,Patriot Viper Elite II
967,3600 МГц
968,3600 МГц (18-22-22-38)
969,[DGSB416GB3600C18DC]
970,3200 МГц (16-20-20)
971,[AX4U32008G16A-DTBKD35]
972,34 мм
973,ADATA XPG GAMMIX D35
974,42
975,3200 МГц (18-22-22-42)
976,[PVE2416G320C8K]
977,[AX4U32008G16A-DTWHD35]
978,[AX4U32008G16A-DCBK20]
979,ADATA XPG GAMMIX D20
980,[AX4U32008G16A-DB10]
981,ADATA XPG GAMMIX D10
982,"3000 МГц (15-17-17), 3200 МГц (16-18-18)"
983,[KF432C16BBK2/16-SP]
984,Kingston FURY Beast Black
985,[AH4U16G36C25YMBAA-2]
986,3600 МГц (18-22-22-42)
987,[PVS416G360C8K]
988,Patriot Viper 4 Steel
989,[GOG416GB2666C19DC]
990,GeIL Orion
991,[F4-3200C16D-16GVKB]
992,G.Skill Ripjaws V
993,3600 МГц (18-22-22)
994,[AX4U36008G18I-DB10]
995,[AX4U36008G18I-DTBKD35]
996,[AX4U36008G18I-DTWHD35]
997,46
998,26
999,3600 МГц (20-26-26-46)
1000,[PVE2416G360C0K]
1001,[AX4U36008G18I-DCBK20]
1002,[KF432C16BBK2/16]
1003,34.1 мм
1004,[AX4U32008G16A-DTWHD35G]
1005,ADATA XPG SPECTRIX D35G RGB
1006,[AX4U32008G16A-DR30]
1007,красный
1008,44.7 мм
1009,ADATA XPG GAMMIX D30
1010,35
1011,15
1012,2666 МГц (15-15-15-35)
1013,[F4-2666C15D-16GRR]
1014,G.Skill RIPJAWS 4
1015,[TTCED416G3600HC18JDC01]
1016,Team Group T-Create
1017,[AX4U32008G16A-DTBKD35G]
1018,3600 МГц (19-20-20-40)
1019,[F4-3600C19D-16GVRB]
1020,[PVB416G360C8K]
1021,42.6 мм
1022,Patriot Viper 4 Blackout
1023,[AX4U36008G18I-DCWHD45G]
1024,45.26 мм
1025,ADATA XPG SPECTRIX D45G RGB
1026,[AX4U32008G16A-DW50]
1027,ADATA XPG SPECTRIX D50 RGB
1028,21
1029,"3000 МГц (15-17-17), 3600 МГц (17-21-21)"
1030,[KF436C17BBK2/16]
1031,0.45 мм
1032,1 шт
1033,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 2"
1034,145 мм
1035,1 x 90 или 1 x 80 мм
1036,спереди
1037,175 мм
1038,0 Вт
1039,верхнее
1040,пластик
1041,вертикально
1042,набор крепежа
1043,"Micro-ATX, Standard-ATX"
1044,405 мм
1045,винты сзади
1046,"пластик, сталь"
1047,2 x 120 мм
1048,ATX
1049,355 мм
1050,3 шт
1051,300 мм
1052,корпус
1053,Mid-Tower
1054,DEXP DC-302G
1055,DEXP DC-302R
1056,"антивибрационный, малошумный"
1057,0.7 мм
1058,160 мм
1059,185 мм
1060,сталь
1061,[U500 W]
1062,"Micro-ATX, Mini-ITX, Standard-ATX"
1063,410 мм
1064,330 мм
1065,3.02 кг
1066,150 мм
1067,320 мм
1068,DEXP DCU-500W
1069,"USB 2.0 Type-A х 1, USB 3.2 Gen 1 Type-A х 1, USB 3.2 Gen 1 Type-C х 1"
1070,1 x 120 мм
1071,горизонтально
1072,"документация, комплект аксессуаров, набор крепежа"
1073,4 шт
1074,0.5 мм
1075,140 мм
1076,1 x 92 или 1 x 80 мм
1077,[EX261447RUS]
1078,"документация, набор крепежа"
1079,4.8 кг
1080,2 x 120 или 2 x 80 мм
1081,ExeGate CP-601
1082,155 мм
1083,1 x 80 мм
1084,173 мм
1085,[A220]
1086,металлическая сетка на боковой стенке
1087,370 мм
1088,2.5 кг
1089,325 мм
1090,GiNZZU A220
1091,135 мм
1092,180 мм
1093,[EX290172RUS]
1094,415 мм
1095,352 мм
1096,275 мм
1097,ExeGate AA-440
1098,[DC302B]
1099,синий
1100,3 кг
1101,DEXP DC-302B
1102,[U500 B]
1103,DEXP DCU-500B
1104,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 1, USB 3.2 Gen 1 Type-A х 1"
1105,350 Вт
1106,[EX292994RUS]
1107,350 мм
1108,3.05 кг
1109,ExeGate CP-606U-AB350
1110,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 2, USB 3.2 Gen 1 Type-A х 1"
1111,сверху
1112,"Flex-ATX, Micro-ATX, Standard-ATX"
1113,3.5 кг
1114,360 мм
1115,DEXP AWS-DE7
1116,[EX283070RUS]
1117,385 мм
1118,4.3 кг
1119,ExeGate XP-332
1120,[17139]
1121,GiNZZU A200
1122,"металлическая сетка, пластик"
1123,[EX278402RUS]
1124,3.3 кг
1125,ExeGate XP-329S
1126,207 мм
1127,[ACC A-302]
1128,"Micro-ATX, Mini-ATX, Standard-ATX"
1129,412 мм
1130,"винты сбоку, винты сзади"
1131,347 мм
1132,2 кг
1133,290 мм
1134,Accord A-302
1135,190 мм
1136,[EX283735RUS]
1137,2.7 кг
1138,ExeGate XP-402U
1139,130 мм
1140,184 мм
1141,[EX280385RUS]
1142,"PC Speaker, документация, набор крепежа"
1143,400 мм
1144,ExeGate CP-604
1145,425 мм
1146,3 x 120 мм
1147,2.3 кг
1148,Accord ACC-CL293B
1149,Accord ACC-CL292B
1150,Accord ACC-CL297B
1151,[ACC A-300]
1152,Accord A-300
1153,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 2, USB 3.2 Gen 1 Type-A х 2"
1154,[EX278394RUS]
1155,ExeGate CP-603
1156,[EX283214RUS]
1157,замок блокировки кнопки питания
1158,ExeGate CP-603UB
1159,170 мм
1160,"металлическая сетка, сталь"
1161,[DCC-MD301]
1162,2.4 кг
1163,260 мм
1164,Digma DCC-MD301
1165,комплект аксессуаров
1166,422 мм
1167,413 мм
1168,DEXP DC-101B
1169,[EX290173RUS]
1170,"возможность трансформации отсека 5.25"" в 3.5"", при установленом приводе 5.25"" максимальная длина блока питания 140 ммещё"
1171,ExeGate AA-440U
1172,0.35 мм
1173,"120 мм, 240 мм"
1174,[T8]
1175,423 мм
1176,394.5 мм
1177,2.6 кг
1178,295 мм
1179,многоцветная
1180,ZALMAN T8
1181,2 x 140 или 2 x 120 мм
1182,кнопка на корпусе
1183,[EX283071RUS]
1184,ExeGate XP-332-XP400
1185,[4895205102682]
1186,"дополнительный отсек 5.25"" если длина блока питания не превышает 170 мм, дополнительный отсек 5.25"" если длина материнской планы не превышает 210 ммещё"
1187,ExeGate CP-601-CP350
1188,4895205117433
1189,3.6 кг
1190,ExeGate XP-401
1191,0.48 мм
1192,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 1, USB 3.2 Gen 1 Type-A х 2"
1193,183 мм
1194,[EX292986RUS]
1195,ExeGate XP-340U
1196,[EX290184RUS]
1197,2.8 кг
1198,ExeGate AA-440U-AA400
1199,[EX283730RUS]
1200,ExeGate XP-401-XP350
1201,[EX290178RUS]
1202,ExeGate AA-442U2-AA350
1203,[EX290186RUS]
1204,"блок питания ExeGate AA450, возможность трансформации отсека 5.25"" в 3.5"", при установленом приводе 5.25"" максимальная длина блока питания 140 ммещё"
1205,ExeGate AA-440U-AA450
1206,[EX283731RUS]
1207,ExeGate XP-401-XP400
1208,[EX283075RUS]
1209,одноцветная
1210,ExeGate XP-333U
1211,[EX290176RUS]
1212,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 1, USB 3.2 Gen 1 Type-A х 1, USB 3.2 Gen 1 Type-C х 1ещё"
1213,[EX287365RUS]
1214,390 мм
1215,ExeGate XP-334UC
1216,165 мм
1217,430 мм
1218,377 мм
1219,2.82 кг
1220,280 мм
1221,ZALMAN T6
1222,[4895205102675]
1223,ExeGate CP-601-CP400
1224,[EX287145RUS]
1225,ExeGate XP-402U2-XP600
1226,[EX290174RUS]
1227,ExeGate AA-442U2
1228,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 2.0 Type-A х 4"
1229,1 x 90 мм
1230,[FL-301-FZ450R]
1231,Foxline FL-301
1232,[EX261450RUS]
1233,ExeGate CP-601-CP450
1234,1 x 120 или 1 x 92 или 1 x 80 мм
1235,[FL-302-FZ450]
1236,373 мм
1237,2 x 120 или 2 x 92 или 2 x 80 мм
1238,Foxline FL-302
1239,"3.5 мм jack (аудио) х 1, 3.5 мм jack (микрофон) х 1, USB 3.2 Gen 1 Type-A х 2, USB 3.2 Gen 1 Type-C х 1"
1240,[EX287372RUS]
1241,ExeGate XP-332UC
1242,190.1 мм
1243,регулируемое
1244,алюминий
1245,[CS-1103-S-BK-v1]
1246,412.8 мм
1247,381.6 мм
1248,335 мм
1249,Formula CS-1103
1250,[EX287141RUS]
1251,ExeGate XP-402U2-XP350
1252,[EX287142RUS]
1253,ExeGate XP-402U2-XP400
1254,[EX290189RUS]
1255,ExeGate AA-442U2-AA450
1256,[EX278395RUS]
1257,ExeGate XP-329S-XP350
1258,[EX278396RUS]
1259,ExeGate XP-329S-XP400
1260,[4895205108233]
1261,"дополнительный отсек 5.25"" если длина материнской платы не превышает 205 мм"
1262,7 кг
1263,ExeGate CP-603-CP350
1264,[EX278391RUS]
1265,ExeGate CP-603-CP400
1266,650 Вт
1267,2.5 А
1268,115-230 В 47/63 Гц
1269,30 дБ
1270,576 Вт
1271,[EX292283RUS]
1272,20 А
1273,активный
1274,64 мм
1275,80 x 80 мм
1276,автоматическая
1277,20+4 pin
1278,0.3 А
1279,4+4 pin
1280,21 А
1281,100 мм
1282,0.91 кг
1283,стандартные
1284,12V1 48A
1285,"OCP, OPP, OTP, OVP, SCP, UVP"
1286,Silver
1287,блок питания
1288,SFX
1289,ExeGate M650
1290,активная
1291,528 Вт
1292,[EX292237RUS]
1293,12V1 44A
1294,ExeGate M600
1295,750 Вт
1296,115-253 В 47\63 Гц
1297,26 дБ
1298,ATX 12V 2.4
1299,672 Вт
1300,[EX292343RUS-OEM]
1301,4 x 6+2 pin
1302,86 мм
1303,120 x 120 мм
1304,0.5 А
1305,2 x 4+4 pin
1306,2.1 кг
1307,черные
1308,12V1 55A
1309,Bronze
1310,ExeGate 750PPH-OEM
1311,700 Вт
1312,624 Вт
1313,[EX292238RUS]
1314,0.92 кг
1315,12V1 52A
1316,ExeGate M700
1317,3 А
1318,200-240 В 50/60 Гц
1319,ATX 12V 2.31
1320,600 мм
1321,[PS-600B-DC]
1322,2 x 6+2 pin
1323,18 А
1324,"документация, кабельные стяжки, комплект крепежа"
1325,550 мм
1326,"DC-DC перобразователь, конденсаторы TEAPO"
1327,1.6 кг
1328,12V1 50A
1329,PowerCase PB600
1330,100-240 В 50/60 Гц
1331,27 дБ
1332,[CGR BA-600]
1333,"защитная оплетка, нет"
1334,"4+4 pin, 8 pin"
1335,1.68 кг
1336,"OCP, OPP, OVP, SCP, UVP"
1337,Cougar Atlas 600
1338,800 Вт
1339,180-240 В 50/60 Гц
1340,23 дБ
1341,702 Вт
1342,[EX282156RUS-S]
1343,защитная оплетка
1344,фиксатор кабеля питания
1345,12V1 58.5A
1346,ExeGate 80 PLUS Bronze 800PPH
1347,699.6 Вт
1348,[PS-700B-DC]
1349,12V1 58.3A
1350,PowerCase PB700
1351,2 А
1352,[EX280578RUS-OEM-S]
1353,1.7 кг
1354,ExeGate 80 PLUS Bronze 600PPH S OEM
1355,540 Вт
1356,[CGR BS-600]
1357,450 мм
1358,2200 об/мин
1359,16 А
1360,1.98 кг
1361,12V1 45A
1362,Cougar VTE 600W V2
1363,700 мм
1364,580 мм
1365,ARDOR GAMING NEXUS 650WB
1366,2.4 А
1367,115-240 В 47/63 Гц
1368,40 дБ
1369,564 Вт
1370,[EX292204RUS]
1371,1.55 кг
1372,12V1 47A
1373,ExeGate ServerPRO 600PPH-SE
1374,900 Вт
1375,816 Вт
1376,[EX292160RUS-S]
1377,6 x 6+2 pin
1378,12V1 68A
1379,ExeGate 80 PLUS Bronze 900PPH
1380,570 мм
1381,[BETA 650]
1382,17 А
1383,420 мм
1384,510 мм
1385,1.57 кг
1386,"OPP, OVP, SCP, UVP"
1387,MONTECH BETA 650
1388,[EX292343RUS]
1389,ExeGate 750PPH
1390,25 дБ
1391,649 Вт
1392,[ CGR BA-650]
1393,японские конденсаторы
1394,1.69 кг
1395,12V1 54A
1396,Cougar Atlas 650
1397,100-240 В 47/63 Гц
1398,ATX 12V 2.52
1399,552 Вт
1400,500 мм
1401,[PROBE600B-BKCEU]
1402,2400 об/мин
1403,750 мм
1404,19 А
1405,1.48 кг
1406,12V1 46A
1407,"OPP, OTP, OVP, SCP, SIP"
1408,ADATA XPG PROBE 600W
1409,32 дБ
1410,[VP-70080+]
1411,до полной остановки
1412,1.9 кг
1413,GameMax VP-700 80+
1414,[31VX070.0001P]
1415,22 А
1416,480 мм
1417,1.4 кг
1418,Cougar VTE X2 700
1419,648 Вт
1420,[PSAZ-650]
1421,15 А
1422,Azza PSAZ-650B
1423,[306-7ZP2B19-CE0]
1424,"OCP, OPP, OTP, OVP, SCP"
1425,MSI MAG A650BN
1426,[KCAS-600 PLUS]
1427,560 мм
1428,"документация, комплект крепежа"
1429,460 мм
1430,1.49 кг
1431,AeroCool KCAS PLUS 600W
1432,696 Вт
1433,12V1 58A
1434,ARDOR GAMING NEXUS 750WB
1435,ATX 12V 2.3
1436,650 мм
1437,[VPS-600S]
1438,комплект крепежа
1439,87 мм
1440,1.73 кг
1441,"OPP, OTP, OVP, SCP, SIP, UVP"
1442,Chieftec Volta VPS-600S
1443,[KCAS PLUS 600 PLUS]
1444,DC-DC перобразователь
1445,"OCP, OPP, OTP, OVP, SCP, SIP, UVP"
1446,Formula KCAS PLUS 600W
1447,[EX292160RUS-OEM-S]
1448,ExeGate 80 PLUS Bronze 900PPH OEM
1449,[ CGR BA-750]
1450,1.83 кг
1451,12V1 62.5A
1452,Cougar Atlas 750
1453,38.2 дБ
1454,[PS-SPD-0650NNSABE-1]
1455,23 А
1456,Thermaltake Smart BX1 650W
1457,1000 Вт
1458,936 Вт
1459,[EX292157RUS-OEM-S]
1460,12V1 78A
1461,ExeGate 80 PLUS Bronze 1000PPH OEM
1462,620 мм
1463,[R-PK600D-FA0B-EU]
1464,520 мм
1465,1.36 кг
1466,DEEPCOOL PK600D
1467,ATX 12V 3.1
1468,[PH-P650B_BK01]
1469,"держатели для кабелей, документация, кабельные стяжки"
1470,"NLP, OCP, OPP, OTP, OVP, SCP, UVP"
1471,PHANTEKS AMP BH 650
1472,"документация, кабельные стяжки, комплект кабелей, комплект крепежа"
1473,1800 об/мин
1474,A4Tech Bloody BD-PS650B
1475,744 Вт
1476,[ZM750-GVII]
1477,2.09 кг
1478,12V1 62A
1479,ZALMAN GigaMax (GVII) 750W
1480,200-240 В 50 Гц
1481,482 Вт
1482,[MC600]
1483,"документация, комплект кабелей"
1484,140 x 140 мм
1485,1.38 кг
1486,"OPP, OVP, SCP, SIP, UVP"
1487,полумодульный
1488,GiNZZU MC600
1489,[R-PK600D-FA0B-WGEU]
1490,DEEPCOOL GamerStorm PK600D
1491,115-230 В 50/60 Гц
1492,[BDF-600S-BULK-FOB]
1493,Chieftec Proton 600W BULK
1494,[APMM-600BD]
1495,"4 x 6+2 pin, 16 pin (12VHPWR)"
1496,Formula APMM-600BD
1497,вентилятор
1498,720 Вт
1499,12V1 60A
1500,"OCP, OPP, OVP, SCP, SIP, UVP"
1501,разноцветный
1502,GameMax VP-800-RGB
1503,[R-PK700D-FA0B-WGEU]
1504,DEEPCOOL GamerStorm PK700D
1505,[ZM650-GVII]
1506,2.01 кг
1507,ZALMAN GigaMax (GVII) 650W
1508,[R-PK650D-FA0B-EU]
1509,DEEPCOOL PK650D
1510,[17297]
1511,комплект кабелей
1512,12V1 66A
1513,GiNZZU MC800
1514,ATX 12V 3.0
1515,[R-PL650D-FC0B-WDEU-V2]
1516,"3 x 6+2 pin, 16 pin (12VHPWR)"
1517,"NLO, OCP, OPP, OTP, OVP, SCP, SIP, UVP"
1518,DEEPCOOL PL650D
1519,84 мес.
1520,ATX 12V 2.53
1521,649.2 Вт
1522,[Delta-P650-B1FDBK024X-EU]
1523,индивидуальная тканевая оплетка
1524,3 x 6+2 pin
1525,4 x 4+4 pin
1526,1100 мм
1527,1.62 кг
1528,12V1 54.1A
1529,Oсypus Delta P650
1530,630 Вт
1531,[APMM-700BD]
1532,12V1 52.5A
1533,Formula APMM-700BD
1534,588 Вт
1535,[CGR BSX-600]
1536,24 А
1537,1.82 кг
1538,12V1 49A
1539,Cougar VTX 600W
1540,540 мм
1541,[BDF-600S]
1542,Chieftec Proton 600W
1543,14 А
1544,85 мм
1545,157 мм
1546,1.54 кг
1547,Crown CM-PS750W PRO
1548,220-240 В 50 Гц
1549,[XP650R10]
1550,"OCP, OPP, OVP, SCP"
1551,Xilence Gaming series XN220 650W
1552,[KCAS-700W PLUS]
1553,Formula KCAS PLUS 700W
1554,[P5-YK750-B1FWBK1-EU]
1555,"4 x 6+2 pin, 16 pin (12V-2x6)"
1556,135 x 135 мм
1557,плоские кабели
1558,900 мм
1559,PCCooler YK750
1560,"12V1 22A, 12V2 22A"
1561,GameMax GP-650
1562,[R-PK750D-FA0B-WGEU]
1563,DEEPCOOL GamerStorm PK750D
1564,3 pin
1565,0.25 А
1566,23.1 дБ
1567,37.44 CFM
1568,18.4 Па
1569,104 мм
1570,прямой контакт тепловых трубок
1571,"документация, комплект крепления"
1572,в отдельной емкости
1573,6 мм
1574,92 x 92 мм
1575,2000 об/мин
1576,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1577,скольжения (гидродинамический)
1578,75 мм
1579,370 г
1580,"радиатор, тепловые трубки"
1581,12 В
1582,башенный
1583,кулер для процессора
1584,серебристый
1585,ID-COOLING SE-903-SD V3
1586,алюминий\медь
1587,4 pin
1588,крыльчатка
1589,0.28 А
1590,25.6 дБ
1591,61.5 CFM
1592,18.1 Па
1593,комплект крепления
1594,"белый, черный"
1595,60 мм
1596,FRGB
1597,автоматическая (PWM)
1598,500 об/мин
1599,"LGA 1700, LGA 1851"
1600,400 г
1601,горизонтальный
1602,125 Вт
1603,ID-COOLING DK-07i RAINBOW
1604,0.15 А
1605,25.8 дБ
1606,45.8 CFM
1607,19 Па
1608,[SE-903-XT ARGB]
1609,"прозрачный, черный"
1610,ARGB
1611,600 об/мин
1612,"AM4, AM5, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1613,3-pin 5V-D-G (ARGB)
1614,65 мм
1615,350 г
1616,тепловые трубки
1617,ID-COOLING SE-903-XT ARGB
1618,"AM4, AM5"
1619,ID-COOLING DK-07A RAINBOW
1620,[SE-903-XT BLACK]
1621,ID-COOLING SE-903-XT BLACK
1622,корпус вентилятора
1623,0.55 А
1624,25.4 дБ
1625,51.3 CFM
1626,13.8 Па
1627,136 мм
1628,[ACTC-CL30010.71]
1629,83 мм
1630,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, LGA 775, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1631,AeroCool Core Plus [LGA1700]
1632,"AM4, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1633,ID-COOLING SE-903-XT
1634,0.13 А
1635,21 дБ
1636,55.5 CFM
1637,[DP-MCAC-ACP]
1638,"синий, черный"
1639,65.5 мм
1640,900 об/мин
1641,"754, 939, 940, AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, LGA 775, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200"
1642,1600 об/мин
1643,315 г
1644,DEEPCOOL GAMMA ARCHER PRO
1645,"декоративная накладка, крыльчатка"
1646,28.2 дБ
1647,42 CFM
1648,15.3 Па
1649,90 мм
1650,[CR-1300 EVO Black]
1651,время наработки на отказ 30000 часов
1652,90 x 90 мм
1653,800 об/мин
1654,"AM4, AM5, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700"
1655,радиатор
1656,160 Вт
1657,JONSBO CR-1300 EVO
1658,0.19 А
1659,30.5 дБ
1660,32.5 CFM
1661,38.2 Па
1662,[R-AG300-BKMNMN-G]
1663,нанесена на основание
1664,одноцветная (бирюзовая)
1665,3050 об/мин
1666,150 Вт
1667,DEEPCOOL AG300 MARRS
1668,28.3 дБ
1669,39.6 CFM
1670,88 мм
1671,[R200-XXNWYX-US]
1672,95 мм
1673,"основание, радиатор"
1674,PCCooler R200
1675,[CR-1300 EVO White]
1676,0.32 А
1677,59.48 CFM
1678,17.7 Па
1679,[CR-1000E White]
1680,время наработки на отказ 20000 часов
1681,154 мм
1682,"LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700"
1683,1500 об/мин
1684,210 Вт
1685,JONSBO CR-1000E
1686,36.75 CFM
1687,28.3 Па
1688,99 мм
1689,[R-AG300-BKNNMN-G]
1690,133 мм
1691,DEEPCOOL AG300
1692,48 CFM
1693,[D-CPC110-PWM1]
1694,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1366, LGA 1700"
1695,247 г
1696,Digma
1697,29.5 дБ
1698,79.5 CFM
1699,[PC-Z03CSRB]
1700,158 мм
1701,1750 об/мин
1702,74 мм
1703,450 г
1704,205 Вт
1705,PentaWave PC-Z03C SRB
1706,92 мм
1707,[ACTC-NA20210.02]
1708,142 мм
1709,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA 775, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851ещё"
1710,62 мм
1711,AeroCool Verkho 2
1712,[CR-1000E Black]
1713,[D-CPC110-1]
1714,245 г
1715,0.14 А
1716,20 дБ
1717,36.8 CFM
1718,[CM000003667]
1719,57 мм
1720,1200 об/мин
1721,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1722,285 г
1723,Crown CM-91PWMv2
1724,0.2 А
1725,45 CFM
1726,[OG-CPC130FRGB-1]
1727,"AM2, AM2+, AM3, AM4, AM5, FM1, FM2, FM2+, LGA 775, LGA 1150, LGA 1151, LGA 1155, LGA 1156, LGA 1200, LGA 1366, LGA 1851, LGA 2011, LGA 2066ещё"
1728,453 г
1729,Oklick
1730,0.17 А
1731,31.6 дБ
1732,75.89 CFM
1733,24.8 Па
1734,[R-AG400-BKNNMN-G-1]
1735,72 мм
1736,614 г
1737,220 Вт
1738,DEEPCOOL AG400
1739,[SE-903-XT ARGB WHITE]
1740,ID-COOLING SE-903-XT ARGB WHITE
1741,26.6 дБ
1742,64.8 CFM
1743,18.3 Па
1744,500 г
1745,ID-COOLING SE-214-XT [LGA1700]
1746,2 x 4 pin
1747,59.6 CFM
1748,11.3 Па
1749,101 мм
1750,[ACTC-NA20230.03]
1751,"80 x 80 мм, 90 x 90 мм"
1752,2300 об/мин
1753,103 мм
1754,120 Вт
1755,AeroCool Verkho 2 Dual
1756,0.12 А
1757,40.94 CFM
1758,21.2 Па
1759,[CLPCC_R300_ARGB_BK]
1760,PCCooler R300 ARGB BK
1761,[R-AG300-BKLNMN-G]
1762,DEEPCOOL AG300 LED
1763,[SE-903-XT WHITE]
1764,ID-COOLING SE-903-XT WHITE
1765,33.8 дБ
1766,38.2 CFM
1767,19.6 Па
1768,[CR-1400 EVO Color White]
1769,"время наработки на отказ 40000 часов, прямой контакт тепловых трубок"
1770,70 мм
1771,341 г
1772,JONSBO CR-1400 EVO Color White
1773,[CR 1400 EVO Standard]
1774,JONSBO CR-1400 EVO Standard
1775,0.46 А
1776,25.7 дБ
1777,45.6 CFM
1778,12.5 Па
1779,114 мм
1780,[ACTC-AF20417.04]
1781,78 мм
1782,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, LGA 775, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851ещё"
1783,горизонтально-башенный (Top-Flow)
1784,AeroCool Air Frost 4
1785,32.6 дБ
1786,86.5 CFM
1787,[PC-Z04CSRB]
1788,1950 об/мин
1789,495 г
1790,PentaWave PC-Z04C SRB
1791,28.6 дБ
1792,73.6 CFM
1793,[CLPCC_Paladin_EX300_S]
1794,490 г
1795,PCCooler Paladin EX300S
1796,0.11 А
1797,26.4 дБ
1798,48.4 CFM
1799,30.4 Па
1800,102 мм
1801,[CR-M9I]
1802,124.6 мм
1803,425 г
1804,"основание, тепловые трубки"
1805,Cryorig M9i
1806,медь
1807,0.1 А
1808,41 CFM
1809,21.6 Па
1810,105 мм
1811,[Gamma-A40-BK1NNWN00X-GL]
1812,100 x 100 мм
1813,93 мм
1814,385 г
1815,200 Вт
1816,Ocypus Gamma A40 BK
1817,[CLPCC_Paladin_EX400]
1818,PCCooler Paladin EX400
1819,DEEPCOOL AG300 WHITE ARGB
1820,33 дБ
1821,[AE904-XXSFPX-GL]
1822,126 мм
1823,XASTRA AE904 FRGB
1824,0.16 А
1825,17.8 Па
1826,[CR-1000 EVO Color]
1827,554 г
1828,JONSBO CR-1000 EVO Color Black
1829,29 дБ
1830,38.96 CFM
1831,[8017311000500]
1832,"AM3, AM4, AM5, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1833,420 г
1834,ZALMAN CNPS4X
1835,[CR-1400 EVO ARGB]
1836,JONSBO CR-1400 EVO ARGB Black
1837,[CR-1000 EVO]
1838,JONSBO CR-1000 EVO
1839,0.23 А
1840,28.7 дБ
1841,37.8 CFM
1842,122 мм
1843,[CM000003656]
1844,53 мм
1845,95 x 95 мм
1846,"AM2, AM2+, AM3, LGA 775, LGA 1150, LGA 1151, LGA 1151-v2, LGA 1155, LGA 1156, LGA 1200, LGA 1700, LGA 1851"
1847,193 г
1848,Crown CM-S1250TPWM v2
1849,[CR-1400 EVO ARGB White]
1850,JONSBO CR-1400 EVO ARGB White
1851,[R400-BKNWYX-US]
1852,650 об/мин
1853,PCCooler R400 BK
1854,68.2 CFM
1855,ID-COOLING SE-214-XT ARGB [LGA1700]
1856,[CR-1000EVOARGB]
1857,JONSBO CR-1000 EVO ARGB
1858,[CR-1400EVOARGB]
1859,JONSBO CR-1400 EVO ARGB
1860,0.161 А
1861,24.3 дБ
1862,54.7 CFM
1863,14.7 Па
1864,528 г
1865,ARDOR GAMING Windstorm Z4
